Judul,Tanggal,Penulis,Isi,Link Lengkap
Anies soal Johnny Plate Jadi Tersangka: Semangat Koalisi Makin Besar,2023-05-18 18:29:58,"['Adji G Rinepta', 'Https', 'Www.Facebook.Com Detikcom', 'Adji G Rinepta -']","Anies Baswedan angkat bicara terkait penetapan Menkominfo Johnny G Plate sebagai tersangka dalam kasus korupsi proyek BTS 4G dan Bakti Kominfo. Anies menegaskan koalisi perubahan tetap solid, ia mengaku telah berbicara dengan NasDem dan menyatakan semangatnya makin besar.

""Kita akan jalan terus. Jadi tadi malam sudah saya sampaikan bahwa semua dalam posisi solid. Semua akan berjalan sesuai dengan rencana, tidak ada perubahan, tidak ada perlambatan,"" kata Anies Baswedan kepada wartawan seusai menghadiri Milad PKS ke 21, di Graha Wana Bhakti Yasa, Umbulharjo, Kota Jogja, seperti dikutip detikJateng, Kamis (18/5/2023).

Anies telah bertemu dengan Ketua Umum NasDem Surya Paloh di NasDem Tower, Menteng, Jakarta Pusat, Rabu malam (17/5). Pertemuan itu setelah Menkominfo yang juga Sekjen NasDem, Johnny G Plate, ditetapkan sebagai tersangka oleh Kejaksaan Agung (Kejagung).

ADVERTISEMENT SCROLL TO RESUME CONTENT

Setelah kunjungannya ke markas Nasdem tersebut, Anies mengatakan Koalisi Perubahan untuk Persatuan tetap solid dalam menyongsong tahun politik 2024.

""Jadi koalisinya pun solid dan partai NasDem pun, tadi malam kita bertemu partai NasDem, semangatnya makin besar. Jadi tidak berubah,"" ujar Anies.

Diberitakan sebelumnya, Kejagung menetapkan Menkominfo Johnny G Plate sebagai tersangka terkait kasus dugaan korupsi proyek BTS. Johnny G Plate pun langsung ditahan.

Simak selengkapnya di sini.",https://news.detik.com/pemilu/d-6727007/anies-soal-johnny-plate-jadi-tersangka-semangat-koalisi-makin-besar
"Simulasi 3 Capres Indikator: Prabowo 34,8%, Ganjar 34,4%, Anies 21,8%",2023-05-18 18:23:54,"['Tiara Aliya Azzahra', 'Https', 'Www.Facebook.Com Detikcom', 'Tiara Aliya Azzahra -']","Hasil survei Indikator Politik Indonesia menunjukkan Prabowo Subianto unggul atas Ganjar Pranowo dan Anies Baswedan berdasarkan simulasi tiga nama capres untuk Pilpres 2024 mendatang. Seperti apa elektabilitasnya?

Survei ini dilakukan pada periode 30 April-5 Mei 2023. Survei dilakukan menggunakan metode random digit dialing (RDD) atau teknik memilih sampel melalui proses pembangkitan nomor telepon secara acak. Sebanyak 1.200 responden yang merupakan warga dengan hak pilih, berusia 17 tahun ke atas, atau sudah menikah, diwawancarai. Margin of error survei berada di +- 2,9% dengan tingkat kepercayaan 95%. Survei dilakukan lewat telepon oleh pewawancara yang dilatih.

Dalam simulasi 3 nama, responden disuguhkan pertanyaan 'Jika pemilihan presiden diadakan sekarang, siapa yang akan ibu/bapak pilih sebagai presiden di antara nama-nama berikut ini?'

ADVERTISEMENT SCROLL TO RESUME CONTENT

Berikut hasilnya:

1. Prabowo Subianto: 34,8%

2. Ganjar Pranowo: 34,4%

3. Anies Baswedan 21,8%

""Kemudian simulasi 3 nama 'Pak kenapa nama Pak Prabowo naik di simulasi 3 nama?' Mengapa lebih banyak yang lirik Prabowo dibanding Ganjar meskipun margin of error?"" kata Peneliti Utama Indikator Burhanuddin Muhtadi dalam keterangan tertulis, Kamis (18/5/2023).

Dilihat melalui tren dukungan berdasarkan simulasi 3 nama, elektabilitas Ganjar Pranowo mengalami kenaikan paling signifikan dibandingkan kedua paslon lainnya, di mana elektabilitasnya naik dari 27,9% menjadi 34,4%.

Sementara Prabowo Subianto juga mengalami tren peningkatan. Hanya saja, kata dia, tak sesignifikan Ganjar. Sebaliknya Anies mengalami penurunan dari 22,2% menjadi 21,8%. Berikut perbandingannya:

1. Ganjar Pranowo: naik dari 27,9% menjadi 34,4%

2. Prabowo Subianto: naik dari 32,7% menjadi 34,8%

3. Anies Baswedan: turun dari 22,2% menjadi 21,8%

""Jadi pertandingan masih panjang. Tapi kalau awal Mei kita lihat Ganjar rebound, Prabowo naik tapi kenaikan Ganjar lebih tinggi daripada kenaikan Pak Prabowo,"" jelasnya.

Indikator tak menyertakan survei head to head antara Ganjar dan Prabowo. Namun, merujuk survei head to head yang dirilis beberapa waktu lalu, Indikator mencatat pemilih Anies akan lari ke Prabowo apabila capres pilihannya tak lolos putaran pertama Pilpres 2024 mendatang.

""Kami tak punya survei head to head di survei kali ini. Tapi di survei tatap muka yang terakhir kami punya, kalau head to head, pendukung Anies kalau tidak lolos di putaran pertama lebih banyak dukung Prabowo kalau head to head lawan Ganjar di putaran kedua,"" terang Burhanuddin.

Indikator juga menampilkan simulasi 3 nama calon presiden menurut pilihan pada Pemilu 2019. Hasilnya, pemilih Paslon Jokowi-Ma'ruf Amin mayoritas memilih Ganjar Pranowo. Sementara pemilih Paslon Prabowo Subianto-Sandiaga Uno mayoritas kembali memilih Prabowo dalam Pilpres 2024 mendatang. Berikut data lengkapnya:

Joko Widodo-Ma'ruf Amin base 55,5%:

Anies Baswedan: 13,3%

Ganjar Pranowo: 54,9%

Prabowo Subianto: 24,8%

TT/TJ: 7,1%

Prabowo Subianto-Sandiaga Uno base 44,5%

Anies Baswedan: 31,2%

Ganjar Pranowo: 12,9%

Prabowo Subianto 52,0%

TT/TJ: 3,8%.

Simak Video 'Survei Indikator: Prabowo Teratas, Elektabilitas Ganjar Reborn':



[Gambas:Video 20detik]





",https://news.detik.com/pemilu/d-6726989/simulasi-3-capres-indikator-prabowo-348-ganjar-344-anies-218
Penampakan Ruko Pluit yang 'Makan Jalan' Usai Sepekan Jadi Sorotan,2023-05-18 18:23:09,"['Devi Puspitasari', 'Https', 'Www.Facebook.Com Detikcom', 'Devi Puspitasari -']","Wali Kota Jakarta Utara (Walkot Jakut) Ali Maulana Hakim menyebut pihaknya masih mengkaji bangunan rumah toko (ruko) di Pluit yang diduga memakan badan jalan. Hampir sepekan jadi sorotan, belum ada tindak lanjut soal ruko yang makan jalan itu.

Pantauan di Jalan Niaga, Ruko Blok Z 4 Selatan, Jakarta Utara, Kamis (18/5/2023), bangunan itu berada di persimpangan jalan. Belum ada kegiatan pembongkaran pada lahan parkir toko yang memakan bahu jalan. Hal serupa terlihat pada ruko lainnya di sepanjang jalanan tersebut.

Tampak masih ada mobil dan motor yang terparkir di depan restoran. Jalanan hanya bisa dilalui satu mobil.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Ruko yang diduga memakan badan jalan itu berlokasi di Jalan Niaga RT 011 RW 03, Pluit, Penjaringan, Jakut. Ruko itu awalnya dipersoalkan ketua RT setempat karena menempati bahu jalan dan saluran air di Kecamatan Penjaringan.

Pemkot Jakut masih mengkaji persoalan tersebut. ""Kita harus kaji secara menyeluruh,"" kata Ali dilansir Antara, Selasa (16/5/2023).

Ali menambahkan informasi yang menyeluruh akan disampaikan oleh Pemerintah Kota Jakut setelah merapatkan persoalan itu dengan PT Jawa Barat Indah (JBI) dan PT Jakarta Propertindo (JakPro).

""Ya sedang kami rapatkan dengan pihak terkait terutama terkait dengan izin dan rancang bangun (site plan) yang ada di lokasi tersebut. Kami terus jalani ini supaya nanti informasinya lengkap. Sementara belum saya sampaikan,"" kata Ali.

Rapat itu digelar pada Senin (16/5). Ali belum bisa menyampaikan hasil rapat tersebut.

""(Hasil rapatnya) belum bisa saya sampaikan. Sementara itu dulu ya,"" kata Ali.

Simak Video 'Polemik Ruko di Pluit Makan Jalan, Kini Terancam Dibongkar':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6726988/penampakan-ruko-pluit-yang-makan-jalan-usai-sepekan-jadi-sorotan
Prabowo Jadi Rebutan Foto Bersama di Istiqlal,2023-05-18 18:05:30,"['Pradita Utama', 'Https', 'Www.Facebook.Com Detikcom', 'Pradita Utama -']","Jakarta - Prabowo Subianto menghadiri acara silaturahmi kebangsaan di Masjid Istiqlal, Jakarta Pusat, Kamis (18/5/2023). Usai acara, Prabowo menjadi rebutan foto bersama.",https://news.detik.com/foto-news/d-6726867/prabowo-jadi-rebutan-foto-bersama-di-istiqlal
Prabowo Lebih Cocok Cak Imin atau Airlangga?,2023-05-18 23:00:00,['Yussa Ariska Viosa'],"Prabowo yang digadang-gadang menjadi bakal capres dari Koalisi Kebangkitan Indonesia Raya (KIR), masih enggan membeberkan nama cawapres untuk 2024 mendatang. Saat ditanya pilih Cak Imin atau Airlangga, ini jawaban Prabowo.",https://20.detik.com/detikupdate/20230518-230518081/prabowo-lebih-cocok-cak-imin-atau-airlangga
Ibu di Tulungagung Bekap-Jerat Bayi hingga Tewas: Kronologi dan Motifnya,2023-05-18 18:00:03,"['Tim Detikjatim', 'Https', 'Www.Facebook.Com Detikcom', 'Tim Detikjatim -']","Seorang ibu di Tulungagung membunuh bayinya sendiri dengan cara dibekap dan dijerat hingga tewas. Kasus ini terbongkar usai penyidikan polisi terkait adanya kecurigaan dari pihak rumah sakit atas kematian bayi yang tidak wajar.

Kini sang ibu yang berinisial AY (22) telah ditangkap dan ditetapkan menjadi tersangka atas pembunuhan bayinya tersebut. Berikut fakta-fakta terkait kasus ibu bekap-jerat bayinya hingga tewas di Tulungagung yang dirangkum detikcom:

1. Awal Mula Kasus dari Kecurigaan Kematian Bayi

Kasat Reskrim Polres Tulungagung AKP Agung Kurnia Putra menuturkan kasus tersebut terbongkar berawal dari kecurigaan dari pihak rumah sakit. Ada kecurigaan terkait kematian bayi yang dianggap tak wajar.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Kasus ini terbongkar setelah kami mendapatkan informasi dari pihak rumah sakit, karena ada kejanggalan dari kematian bayi pelaku,"" kata Agung seperti dilansir detikJatim, Rabu (17/5/2023).

Menurut Agung, kasus ini sempat mengalami kendala karena AY membantah berkali-kali telah membunuh bayinya. Ini ditambah dengan minimnya saksi. Namun setelah pihaknya mendapatkan 2 alat bukti. AY tak bisa berkelit dan selanjutnya ditahan dan ditetapkan sebagai tersangka.

2. Kronologi Ibu Bekap-Jerat Bayinya hingga Tewas

Agung menjelaskan pembunuhan berawal saat AY melahirkan bayinya seorang diri di kamar rumahnya di Desa Ngunggahan, Kecamatan Bandung, Tulungagung, pada Minggu (24/4/2023) lalu. Sesaat setelah melahirkan bayi itu menangis, selanjutnya pelaku langsung membekap mulutnya hingga terdiam.

""Setelah melahirkan, karena bayi tersebut menangis akhirnya dibekaplah sama ibu (pelaku) ini. Dibekap sampai kira-kira tidak bersuara. Setelah kira-kira tidak bersuara yang bersangkutan masuk kamar mandi,"" jelasnya.

Saat berada di kamar mandi, tersangka pingsan selama 1-2 jam karena mengalami pendarahan hebat. Setelah siuman, pelaku menghubungi rekannya guna meminta pertolongan. Pelaku akhirnya dilarikan ke RS Muhammadiyah Bandung dan dirujuk ke RSUD dr Iskak Tulungagung.

Saat itulah pihak rumah sakit mulai curiga atas kejadian itu, karena saat dibawa ke IGD kondisi bayi telah meninggal dunia dan terdapat jeratan celana dalam.

3. Motif Ibu Bunuh Bayi: Takut Ketahuan Orang Lain

Kasat Reskrim Polres Tulungagung AKP Agung Kurnia Putra mengungkap motif AY nekat menghabisi nyawa bayinya sendiri lantaran takut kelahiran anaknya itu diketahui orang lain.

Pasalnya, kehamilan AY merupakan buah hasil hubungan gelapnya dengan pacarnya yang kini jadi tenaga migran di Taiwan. Lantaran hal ini juga, pelaku juga khawatir anak yang dilahirkan tak ada yang menafkahi.

""Jadi pelaku ini juga takut kalau nanti bayinya tidak punya ayah,"" ungkap Agung.

4. Ibu Bekap dan Jerat Bayinya dengan Celana Dalam

Berdasarkan penyidikan kasus kematian bayi AY, polisi menemukan jeratan celana dalam pada leher korban. Temuan jeratan celana dalam itu diketahui polisi dari rekaman video yang disampaikan oleh pihak rumah sakit.

""Dalam video yang kami terima itu kan ada ikatan di leher sedangkan yang bersangkutan belum mengakui adanya ikatan itu. Benda yang mengikat itu celana dalam pelaku,"" kata AKP Agung Kurnia Putra.

Menurut Agung, video yang menggambarkan kondisi bayi perempuan itu sengaja direkam oleh pihak rumah sakit, karena terdapat sejumlah kejanggalan. ""Pihak rumah sakit memberi tahu kami disertai dengan rekaman video itu. Kemudian kami tindak lanjuti dengan penyelidikan,"" ujarnya.

Lihat juga Video 'Bayi Hilang di Pati Ternyata Tewas Dibekap Ayahnya & Dibuang ke Sungai':



[Gambas:Video 20detik]







Simak berita lengkapnya di halaman selanjutnya",https://news.detik.com/berita/d-6726956/ibu-di-tulungagung-bekap-jerat-bayi-hingga-tewas-kronologi-dan-motifnya
"Biden-Rishi Sunak Tiba di Jepang Jelang KTT G7, Bakal Bahas Perang Ukraina",2023-05-18 17:56:07,"['Yulida Medistiara', 'Https', 'Www.Facebook.Com Detikcom', 'Yulida Medistiara -']","Para pemimpin dunia mulai tiba di Hiroshima, Jepang untuk menghadiri KTT G7. Salah satu agenda utama pada KTT G7 adalah perang Rusia dan Ukraina.

Dilansir AP, Kamis (18/5/2023), Perdana Menteri Jepang Fumio Kishida berencana mengadakan pertemuan terpisah dengan Presiden AS Joe Biden, yang tiba di pangkalan militer terdekat. Sementara itu, Perdana Menteri Inggris Rishi Sunak bakal bertemu di kemudian harinya, sebelum pertemuan puncak pada Jumat.

Setibanya di Hiroshima, Presiden AS Joe Biden keluar dari Air Force One dalam kondisi hujan lebat. Setelahnya ia menyapa pasukan saat tiba di dekat Stasiun Udara Korps Marinir Iwakuni.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Diketahui, saat peserta G-7 menuju Hiroshima, Moskow kembali melancarkan serangan udara ke ibu kota Ukraina. Ledakan keras bergemuruh di Kyiv pada dini hari, menandai kesembilan kalinya bulan ini serangan udara Rusia menargetkan kota itu setelah berminggu-minggu relatif tenang.

""Krisis di Ukraina: Saya yakin dari situlah percakapan akan dimulai,"" kata Wakil Presiden Senior bidang Ekonomi di Pusat Kajian Strategis dan Internasional, Matthew P. Goodman.

Sementara itu, Penasihat Keamanan Nasional Gedung Putih Jake Sullivan berbicara kepada wartawan di atas Air Force One, mengatakan ""akan ada diskusi tentang medan perang"" di Ukraina dan ""sanksi dan langkah yang akan diambil G-7 secara kolektif akan berkomitmen pada penegakan khususnya.""

Para pemimpin G-7 dan tamu undangan dari beberapa negara lain juga diharapkan membahas peningkatan militer China, karena peningkatan tersebut dikhawatiran China dapat mencoba merebut Taiwan dengan paksa, yang memicu konflik yang lebih luas. China mengklaim pulau yang berpemerintahan sendiri itu sebagai miliknya dan secara teratur mengirim kapal dan pesawat tempur ke dekatnya.

Sementara itu Perdana Menteri Inggris tiba di Jepang Kamis pagi dan mengunjungi JS Izumo, sebuah kapal yang dapat membawa helikopter dan jet tempur yang dapat lepas landas dan mendarat secara vertikal.

Selama pertemuan bilateral mereka Kamis, Sunak dan Kishida diperkirakan akan mengumumkan serangkaian kesepakatan baru mengenai isu-isu termasuk pertahanan perdagangan, dan investasi, teknologi, dan perubahan iklim, kata kantor Sunak.

Sejumlah negara lain juga diundang untuk mengambil bagian dalam acara KTT G-7. G-7 berharap untuk memperkuat ikatan anggotanya dengan negara-negara di luar negara industri terkaya di dunia, sambil menopang dukungan untuk upaya seperti mengisolasi Rusia.

Para pemimpin dari Australia, Brasil, India, Indonesia, dan Korea Selatan termasuk di antara mereka yang diundang untuk mengambil bagian. Presiden Ukraina Volodymyr Zelenskyy diharapkan bergabung melalui tautan video.

Lihat juga Video 'Dokumen Rahasia AS Bocor, Berisi Informasi Perang Ukraina-Mossad':



[Gambas:Video 20detik]





",https://news.detik.com/internasional/d-6726954/biden-rishi-sunak-tiba-di-jepang-jelang-ktt-g7-bakal-bahas-perang-ukraina
"Survei Indikator: Elektabilitas PDIP 20%, Gerindra 17,2%, Golkar 7,8%",2023-05-18 17:52:01,"['Tiara Aliya Azzahra', 'Https', 'Www.Facebook.Com Detikcom', 'Tiara Aliya Azzahra -']","Lembaga Survei Indikator Politik Indonesia merilis hasil survei terbaru terhadap elektabilitas partai politik menjelang Pemilu 2024. Hasilnya, PDIP memperoleh suara tertinggi dalam hasil survei terbaru.

Survei ini dilakukan pada periode 30 April-5 Mei 2023, tepatnya setelah PDIP mendeklarasikan Ganjar Pranowo sebagai Bacapres 2024. Survei dilakukan menggunakan metode random digit dialing (RDD) atau teknik memilih sampel melalui proses pembangkitan nomor telepon secara acak. Sebanyak 1.200 responden yang merupakan warga dengan hak pilih, berusia 17 tahun ke atas, atau sudah menikah. Margin of error survei berada di +- 2,9% dengan tingkat kepercayaan 95%. Survei dilakukan lewat telepon oleh pewawancara yang dilatih.

Responden diberi pertanyaan 'Jika pemilihan anggota DPR diadakan sekarang ini, partai atau calon dari partai mana yang akan Ibu/Bapak pilih dari daftar partai berikut ini?'. Hasilnya sebagai berikut:

ADVERTISEMENT SCROLL TO RESUME CONTENT

PDIP: 20%

Partai Gerindra: 17,2%

Partai Golkar: 7,8%

Partai Demokrat: 7,7%

Partai NasDem: 6,2%

PKB: 6,1%

PKS: 5,7%

PAN: 2,7%

PPP: 2,6%

Partai Perindo: 2,5%

Partai Hanura: 0,9%

Partai Garuda: 0,6%

PSI: 0,5%

Partai Gelora: 0,5%

PBB: 0,4%

Partai Ummat: 0,3%

Partai Buruh: 0%

PKN: 0%

TT/TJ: 18,4%

""PDIP paling tinggi dukungannya 20%, kemudian Gerindra 17,2%, Golkar 7,8%, Demokrat 7,7%, NasDem 6,2%, PKB 6,1%, PKS 5,7%, PAN 2,7%, PPP 2,6% dan Perindo 2,5%, partai lain lebih rendah dukungannya,"" kata Peneliti Utama Indikator Burhanuddin Muhtadi, Kamis (18/5/2023).

Meski begitu, Burhanuddin memberi catatan dalam hasil survei terbaru Indikator, di mana sebanyak 17% warga kelas menengah tak terwakili dalam survei ini lantaran tak memiliki gawai. Sementara survei dilakukan melalui telepon. Menurutnya, kondisi tersebut bisa saja berpengaruh terhadap perolehan elektabilitas apabila 17% warga diikutsertakan.

""Kelas mengengah bawah 17% yang nggak punya handphone itu tak terwakili dalam survei. Mungkin kalau diikutkan dalam survei tatap muka, PDIP agak tinggi sedikit. Gerindra biasanya lebih kuat masyarakat kota makanya di survei telepon 17 persen, agak dikit lebih tinggi dibandingkan survei tatap muka. Tapi detik picturenya sama, ada tren kenaikan Gerindra dan ada rebound PDIP setelah deklarasi Ganjar,"" terangnya.

Sementara apabila dilihat dari tren pilihan partai dalam hasil survei beberapa bulan terakhir, PDIP mengalami peningkatan signifikan dari 15,2% menjadi 20%. Sementara Partai Gerindra juga meningkat dari 14,7% menjadi 17,2%.

""Kenaikan suara PDIP tidak membuat elektabilitas Gerindra trennya menurun. karena Gerindra naik terus,"" jelasnya.

""Yang lain tidak telalu banyak perubahan. Demokrat naik dikit, Golkar sedikit turun, NasDem stabil,"" sambungnya.

Simak juga Video 'Survei SMRC: Sifat yang Harus Dimiliki Capres Jujur-Perhatian ke Rakyat':



[Gambas:Video 20detik]





",https://news.detik.com/pemilu/d-6726952/survei-indikator-elektabilitas-pdip-20-gerindra-172-golkar-78
"Penerbangan Sempat Tegang, Komnas HAM Salami Pilot Usai Mendarat di Kendari",2023-05-18 17:46:39,"['Gibran Maulana Ibrahim', 'Https', 'Www.Facebook.Com Detikcom', 'Gibran Maulana Ibrahim -']","Komisioner Komnas HAM Anis Hidayah mengapresiasi tindakan pilot di penerbangan JT0992 rute Makassar-Kendari yang tiba-tiba menaikkan pesawat ketika nyaris mendarat. Anis menyebut akan ada risiko bila pilot tetap memaksa mendarat, sementara tekanan udara melebihi batas di bagian ekor.

""Persis mau menyentuh landasan, tiba-tiba pesawat itu naik lagi, makanya kan banyak yang kaget dan setelah naik lagi, mungkin 5 menit setelah itu, pilotnya juga perlu napas gitu ya, baru diumumkan bahwa kita naik lagi karena ada tekanan udara di atas batas maksimal di ekor pesawat. Itu pengumumannya,"" kata Anis saat dihubungi detikcom, Kamis (18/5/2023).

Anis mengatakan pesawat tersebut sempat mengalami delay sebelum pemberangkatan ke Kendari. Adapun tujuannya bersama komisioner dan staf Komnas HAM ke Kendari adalah melaksanakan tugas pemantauan kasus. Total ada lima orang dari Komnas HAM yang berangkat ke Kendari.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Sempat delay, jadi sempat delay sebentar, lalu ada masalah pendingin gitu, sekitar mungkin 15-20 menit, tapi kemudian pendinginnya bekerja dengan baik sih. Nggak ada masalah apa-apa, relatif stabil flight-nya itu,"" ujar dia menceritakan momen sebelum pesawat mengalami tekanan yang dimaksudnya.

Situasi di dalam pesawat pun sempat tegang setelah pesawat naik lagi ketika nyaris mendarat. Anis bersyukur pesawat yang ditumpanginya mendarat dengan lancar. Bahkan ia pun sempat menemui pilot untuk mengucapkan terima kasih.

""Jadi cukup tegang ya, saling pandang, pada berdoa, tapi nggak ada suara, kan. Begitu udah turun, itu pada cerita (saat) jalan keluar bagaimana suasana tadi, suasana hati masing-masing,"" ujarnya.

""Alhamdulillah lancar. Makanya kami nemuin kaptennya itu untuk salaman,"" imbuhnya.

Anis Hidayah, lewat akun Twitternya, menyebut kapten itu bernama Nikson Aris. Dia bersyukur bisa mendarat selamat.

""Alhamdulillah bisa mendarat dengan selamat. Terima kasih Kapten Nikson Aris, kapten di penerbangan JT 0992 dari Makassar-Kendari. Ketika pesawat sudah mau mendarat, nyaris sampai landasan, tiba-tiba naik lagi. Diumumkan bahwa karena ada tekanan angin di ekor pesawat yang melebihi batas maksimal bisa berbahaya bablas,"" kata Anis.

Anis menyebut pesawat yang ditumpanginya naik dan berputar-putar lagi selama 20 menit sebelum mendarat. Dia juga sempat bertanya kepada pramugari soal risiko jika pesawat dipaksakan mendarat saat terdapat tekanan udara melebihi batas di bagian ekor.

""Pesawat naik lagi sekitar 20 menit, berputar. Lalu kemudian bisa mendarat. Saat mau turun saya tanya pada pramugari tentang risiko kalau tetap mendarat, katanya bisa bablas, tergelincir atau kemungkinan lain,"" ujar Anis.

Anis menyebut dirinya merapal selawat ketika pesawat naik lagi. Dia dan beberapa anggota Komnas HAM lainnya berdoa selama perjalanan udara yang berlangsung menegangkan tersebut.

""Saat pesawat naik lagi, saya merapal berbagai selawat, mulai asghil, nariyah, dan lain-lain. Baca Alfatihah dan doa-doa lainnya. Saat pengumuman berkumandang, saya melirik teman sesama komisioner Komnas HAM yang di belakang saya. Lalu kami sama-sama berdoa dengan khusyuk dengan memejamkan mata,"" kata dia.

Lihat juga Video 'Penampakan Pesawat TNI AU Tergelincir di Bandara Timika':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6726948/penerbangan-sempat-tegang-komnas-ham-salami-pilot-usai-mendarat-di-kendari
Polisi Periksa 15 Saksi Terkait Laporan Habib Bahar Ngaku Ditembak,2023-05-18 17:44:29,"['Muchamad Sholihin', 'Https', 'Www.Facebook.Com Detikcom', 'Muchamad Sholihin -']","Polisi memeriksa 15 saksi terkait laporan penembakan yang dialami Habib Bahar Smith di Kemang, Kabupaten Bogor. Pemeriksaan saksi guna memperjelas soal pengakuan Habib Bahar, yang mengaku ditembak.

""(Jumlah saksi yang diperiksa) 15 saksi,"" kata Kabid Humas Polda Jawa Barat Kombes Ibrahim Tompo, Kamis (18/5/2023).

Saksi yang diperiksa, kata Ibrahim, merupakan para pihak yang memperterang kejadian penembakan yang dilaporkan Habib Bahar Smith.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""(Para saksi) orang-orang yang bisa membantu membuat terang kejadiannya,"" kata Ibrahim.

Namun, sampai saat ini Ibrahim menyebut belum ada titik terang dari kasus tersebut. ""Kesimpulan kejadiannya belum jelas,"" ucapnya.

Tunggu Hasil Visum

Diberitakan sebelumnya, polisi masih menunggu hasil visum Habib Bahar bin Smith, yang mengaku ditembak orang tak dikenal (OTK). Polisi enggan berandai-andai dalam menangani laporan seseorang.

""Bagaimana hasil visum dan lain sebagainya nanti kita tunggu supaya kita bisa mendapat cerita utuh maupun informasi-informasi yang lainnya,"" kata Kadiv Humas Polri Irjen Sandi Nugroho kepada wartawan, Rabu (17/5/2023).

Dia mengatakan polisi masih mengumpulkan bukti dan memeriksa saksi-saksi. Polisi belum bisa menyimpulkan apakah benar terjadi penembakan sehingga membuat Habib Bahar terluka.

""Saat ini kita masih mengumpulkan saksi dan alat bukti untuk bisa menjawab apakah itu penembakan atau itu karena luka yang lainnya yang menjadikan beliaunya itu terluka,"" kata Sandi.

""Kita tidak bisa berandai-andai kalau belum ada alat bukti-bukti lainnya yang bisa dijadikan bahan untuk disampaikan ke masyarakat,"" sambungnya.

Simak Video 'Polri Klarifikasi Habib Bahar Terkait Pengakuan Ditembak OTK':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6726935/polisi-periksa-15-saksi-terkait-laporan-habib-bahar-ngaku-ditembak
Terungkap! Rudi Boy Pemalak Berbaju Ormas di Bogor Residivis Maling HP,2023-05-18 17:43:40,"['Rizky Adha Mahendra', 'Https', 'Www.Facebook.Com Detikcom', 'Rizky Adha Mahendra -']","Rudi Boy telah ditetapkan sebagai tersangka dalam kasus pemalakan sopir boks di Rancabungur, Kabupaten Bogor, Jawa Barat. Rudi ternyata merupakan residivis kasus pencurian handphone (HP).

""Dia merupakan residivis pencurian handphone,"" kata Kasat Reskrim Polres Bogor AKP Yohannes Redhoi Sigiro, saat dihubungi detikcom, Kamia (18/5/2023).

Rudi ditangkap atas kasus pencurian itu setahun yang lalu. Dia baru keluar dari penjara pada Desember 2022.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Pernah ditangkap 1 tahun lalu di Polsek Rancabungur atas perkara pencurian HP. Baru keluar Desember kemarin, kurang lebih 5 bulan,"" ujarnya.

Polisi Sebut Rudi Anggota PP di Cianjur

Rudi Boy telah ditetapkan sebagai tersangka karena aksinya memalak sopir boks di Rancabungur, Kabupaten Bogor. Polisi menyebut pelaku merupakan anggota Pemuda Pancasila (PP).

""Benar (anggota Pemuda Pancasila), dibuktikan dengan adanya seragam dan KTA,"" kata AKP Yohannes Redhoi Sigiro.

Rudi diketahui merupakan anggota PP di Peuteuycondong, Cibeber, Kabupaten Cianjur. Namun polisi masih mendalami lagi apakah KTA tersebut asli atau palsu.

""Tapi kita akan konfirmasi lagi ke pengurus ormas tersebut apakah KTA-nya asli atau nggak,"" ujarnya.

Lihat juga Video 'Aksi Pria Berbaju Ormas Palak Sopir Berujung Diburu Polisi':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6726933/terungkap-rudi-boy-pemalak-berbaju-ormas-di-bogor-residivis-maling-hp
